NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,Predicted_JENIS,Precision_Product,Precision_Service
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,600690.0,service,-,1.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,601520.0,service,-,1.0
Biaya Angkut CPO dari Pulang Pisau tujuan Kumai dengan TB Senggora Escort TK Senggora Crystal,BIAYA ANGKUT CPO DARI PULANG PISAU TUJUAN KUMAI DENGAN TB SENGGORA ESCORT TK SENGGORA CRYSTAL,604022.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,606659.0,product,0.9872340425531915,-
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSPANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450CPO245021C019,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS PANGKALAN PANJI  MILL KE BULKING BOOM BARU DO  2450 CPO 2450 21 C019,609340.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,610000.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,611910.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,618180.0,service,-,1.0
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,639650.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,646260.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,650000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,650250.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,650530.0,product,0.9872340425531915,-
Freight Palm Kernel Inti Sawit Dari Ketapang Ke Lampung Via KM Mellisa Sebanyak,FREIGHT PALM KERNEL INTI SAWIT DARI KETAPANG KE LAMPUNG VIA KM MELLISA SEBANYAK,650640.0,service,-,1.0
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,664330.0,service,-,1.0
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,670490.0,service,-,1.0
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,679270.0,service,-,1.0
TBS PERIODE 21 DESEMBER 2021,TBS PERIODE 21 DESEMBER 2021,686895.1875,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,688070.0,service,-,1.0
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,688990.0,service,-,1.0
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,692550.0,service,-,1.0
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,695950.0,service,-,1.0
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,698410.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,700153.0,product,0.9872340425531915,-
 FREIGHT ANGKUTAN CPO DARI SANGKULIRANG TUJUAN TARJUN MENGGUNAKAN TB MITRA KENCANA IV  TK SUMBER KENCANA VI      PO NO  91000 78170  ,FREIGHT ANGKUTAN CPO DARI SANGKULIRANG TUJUAN TARJUN MENGGUNAKAN TB MITRA KENCANA IV  TK SUMBER KENCANA VI      PO NO  91000 78170,700509.0,service,-,1.0
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,701600.0,service,-,1.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,708200.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,708250.0,product,0.9872340425531915,-
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,723690.0,service,-,1.0
Tuslaag  No Kontrak  1451  CPO  1451  21  T020,TUSLAAG  NO KONTRAK  1451  CPO  1451  21  T020,742010.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,747430.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,747880.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,749200.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,749360.0,product,0.9872340425531915,-
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,749650.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,749950.0,product,0.9872340425531915,-
Pelunasan 50 angkutan CPO dari Talang Duku Jambi ke Belawan via TB Jangilus LautTK SM Masterpiece 318 sebanyak ,PELUNASAN 50  ANGKUTAN CPO DARI TALANG DUKU JAMBI KE BELAWAN VIA TB JANGILUS LAUT TK SM MASTERPIECE 318 SEBANYAK,750000.0,service,-,1.0
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,752150.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,754870.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,755380.0,service,-,1.0
TBS PERIODE 10  MEI 2021,TBS PERIODE 10  MEI 2021,780768.375,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,793970.0,service,-,1.0
PALM KERNEL,PALM KERNEL,797310.0,product,0.9872340425531915,-
FFA Premium 2250CPO225021C050,FFA PREMIUM 2250 CPO 2250 21 C050,797930.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,798470.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,798790.0,service,-,1.0
Crude Palm Oil CPO HS Code  15111000,CRUDE PALM OIL CPO HS CODE  1511 10 00,799002.0,product,0.9872340425531915,-
Jasa Angkut CPO No Kontrak  1451  CPO  1451  21  T016,JASA ANGKUT CPO NO KONTRAK  1451  CPO  1451  21  T016,799220.0,service,-,1.0
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,799670.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,799930.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,800000.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,800630.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,801072.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,801264.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,805580.0,product,0.9872340425531915,-
ONGKOS ANGKUTAN LAUT KAPAL KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARANSAMARINDA KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM ANUGRAH SAMUDRA I MUAT INTI SAWIT DARI PALARAN SAMARINDA KE LAMPUNG,806700.0,service,-,1.0
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,807680.0,service,-,1.0
Penyesuaian Ongkos Angkut CPO,PENYESUAIAN ONGKOS ANGKUT CPO,811340.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,812070.0,product,0.9872340425531915,-
BIAYA PENGOLAHAN PALM PRODUCT,BIAYA PENGOLAHAN PALM PRODUCT,816666.0,product,0.9872340425531915,-
TBS PERIODE 2627 APRIL 2021,TBS PERIODE 26 27 APRIL 2021,846081.625,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,849740.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,850000.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,883260.0,service,-,1.0
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,889160.0,service,-,1.0
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,890320.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,898610.0,product,0.9872340425531915,-
TBS PERIODE 25 OKTOBER 2021,TBS PERIODE 25 OKTOBER 2021,902403.875,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,905700.0,service,-,1.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,914300.0,service,-,1.0
TBS PERIODE 0809 FEBRUARI 2021,TBS PERIODE 08 09 FEBRUARI 2021,928205.625,product,0.9872340425531915,-
Ongkos Angkut TBS Div 6,ONGKOS ANGKUT TBS DIV 6,938320.0,service,-,1.0
Ongkos Angkut CPO DO Nomor  1451CPO145121T018,ONGKOS ANGKUT CPO DO NOMOR  1451 CPO 1451 21 T018,945160.0,service,-,1.0
MINYAK KELAPA SAWIT HS CODE  15111000,MINYAK KELAPA SAWIT HS CODE  1511 10 00,960000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,975560.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,977940.0,service,-,1.0
Local Sales Crude Palm Oil Curah ,LOCAL SALES CRUDE PALM OIL CURAH,987470.0,product,0.9872340425531915,-
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285020C094,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 20 C094,988210.0,service,-,1.0
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,989690.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,995910.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,996620.0,service,-,1.0
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,997150.0,service,-,1.0
CRUDE PALM OIL  MINYAK SAWIT ,CRUDE PALM OIL  MINYAK SAWIT,997171.0,product,0.9872340425531915,-
ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKSMUARA KANDIS MILL KE BULKING BOOM BARU DO  2850CPO285020C095,ONGKOS ANGKUT CPO CRUDE PALM OIL DARI PKS MUARA KANDIS MILL KE BULKING BOOM BARU DO  2850 CPO 2850 20 C095,998670.0,service,-,1.0
CPO MINYAK SAWIT,CPO MINYAK SAWIT,1000000.0,service,-,1.0
CRUDE PALM OIL  028RSILCPOXI2021,CRUDE PALM OIL  028 RSIL CPO XI 2021,1000000.0,product,0.9872340425531915,-
CRUDE PALM OIL  046LSMLCPOVI2021,CRUDE PALM OIL  046 LSML CPO VI 2021,1000000.0,product,0.9872340425531915,-
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056SCHOJKTRWKMIV2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056 SC HO JKT RWK M IV 2021,1000000.0,product,0.9872340425531915,-
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0057SCHOJKTRWKMIV2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0057 SC HO JKT RWK M IV 2021,1000000.0,product,0.9872340425531915,-
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0118SCHOJKTRWKMVIII2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0118 SC HO JKT RWK M VIII 2021,1000000.0,product,0.9872340425531915,-
Pembayaran CPO Atas Kontrak Jual Beli No  034SMLCBUCPOX2021,PEMBAYARAN CPO ATAS KONTRAK JUAL BELI NO  034 SML CBU CPO X 2021,1000000.0,product,0.9872340425531915,-
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,1001020.0,service,-,1.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0063SCHOJKTRWKMV2021 PERIODE  0104 Juli 2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0063 SC HO JKT RWK M V 2021 PERIODE  01 04 JULI 2021,1001382.0,product,0.9872340425531915,-
RBD PALM KERNEL STEARINE MB,RBD PALM KERNEL STEARINE MB,1003253.0,service,-,1.0
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056SCHOJKTRWKMIV2021 PERIODE  2125 Mei 2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0056 SC HO JKT RWK M IV 2021 PERIODE  21 25 MEI 2021,1003653.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1006610.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1006820.0,product,0.9872340425531915,-
Tuslaag CPO,TUSLAAG CPO,1007710.0,service,-,1.0
JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,JASA ANGKUT CPO DARI PABRIK MEGANUSA INTISAWIT KE BULKING RENGAT,1010370.0,service,-,1.0
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1014540.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1016070.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,1016160.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,1016340.0,product,0.9872340425531915,-
Tuslaag TBS Div 1,TUSLAAG TBS DIV 1,1025830.0,service,-,1.0
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,1042570.0,service,-,1.0
ONGKOS ANGKUTAN LAUT KAPAL KM SAMUDRO ENDAH MUAT INTI SAWIT DARI KENDAWANGAN KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM SAMUDRO ENDAH MUAT INTI SAWIT DARI KENDAWANGAN KE LAMPUNG,1061820.0,service,-,1.0
Ongkos Angkut TBS Div 6,ONGKOS ANGKUT TBS DIV 6,1062450.0,service,-,1.0
TBS PERIODE 24 MEI 2021,TBS PERIODE 24 MEI 2021,1073138.125,product,0.9872340425531915,-
TBS PERIODE 2425 JULI 2021,TBS PERIODE 24 25 JULI 2021,1075269.25,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 6,ONGKOS ANGKUT TBS DIV 6,1082240.0,service,-,1.0
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,1092670.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,1100000.0,product,0.9872340425531915,-
Crude Palm Oil CPO HS Code  15111000,CRUDE PALM OIL CPO HS CODE  1511 10 00,1100000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1100244.0,product,0.9872340425531915,-
ONGKOS ANGKUT CPO DONOMOR  1451CPO145121T030,ONGKOS ANGKUT CPO DO NOMOR  1451 CPO 1451 21 T030,1103040.0,service,-,1.0
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1103310.0,service,-,1.0
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,1108430.0,service,-,1.0
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,1108480.0,service,-,1.0
Ongkos Angkut TBS DIV 5,ONGKOS ANGKUT TBS DIV 5,1109120.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1111090.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 6,ONGKOS ANGKUT TBS DIV 6,1116710.0,service,-,1.0
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,1134990.0,service,-,1.0
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,1136430.0,service,-,1.0
BIAYA PENGOLAHAN PALM PRODUCT,BIAYA PENGOLAHAN PALM PRODUCT,1158338.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1173940.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1174660.0,service,-,1.0
Crude Palm Oil CPO,CRUDE PALM OIL CPO,1200000.0,product,0.9872340425531915,-
CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0065SCHOJKTRWKMV2021 PERIODE  0104 Juli 2021,CRUDE PALM OIL SESUAI KONTRAK PERJANJIAN JUAL BELI 0065 SC HO JKT RWK M V 2021 PERIODE  01 04 JULI 2021,1200147.0,product,0.9872340425531915,-
Crude Palm Oil CPO HS Code  15111000,CRUDE PALM OIL CPO HS CODE  1511 10 00,1200644.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 7,ONGKOS ANGKUT TBS DIV 7,1211930.0,service,-,1.0
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1220790.0,service,-,1.0
Ongkos Angkut TBS Div 2,ONGKOS ANGKUT TBS DIV 2,1232810.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1257680.0,product,0.9872340425531915,-
85 Uang Muka  Crude Palm Oil                                                                       Contract No GSBLCPO00821,85 UANG MUKA  CRUDE PALM OIL                                                                       CONTRACT NO GSBL CPO 008 21,1275000.0,product,0.9872340425531915,-
85 Uang Muka  Crude Palm Oil                                                                      Contract No GSBLCPO01021,85 UANG MUKA  CRUDE PALM OIL                                                                      CONTRACT NO GSBL CPO 010 21,1275000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1279890.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1288330.0,service,-,1.0
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1293320.0,service,-,1.0
BIAYA PENGOLAHAN PALM PRODUCT,BIAYA PENGOLAHAN PALM PRODUCT,1300670.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1302233.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1315220.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1343410.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1354120.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1366320.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1389510.0,service,-,1.0
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1390520.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1391436.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 4,ONGKOS ANGKUT TBS DIV 4,1419620.0,service,-,1.0
TBS PERIODE 2930 MARET 2021,TBS PERIODE 29 30 MARET 2021,1441615.5,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1450000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1487774.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1489900.0,service,-,1.0
Uang Muka CPO Atas Kontrak Jual Beli No  044SMLCBUCPOXI2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO  044 SML CBU CPO XI 2021,1500000.0,product,0.9872340425531915,-
Uang Muka CPO Atas Kontrak Jual Beli No008SMLCBUCPOII2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO 008 SML CBU CPO II 2021,1500000.0,product,0.9872340425531915,-
Uang Muka CPO atas Kontrak Jual Beli No  041SMLCBUCPOXI2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO  041 SML CBU CPO XI 2021,1500000.0,product,0.9872340425531915,-
PENGANGKUTAN CPO DENGAN TB MITRA KENCANA XIV DAN BG SUMBER KENCANA XII DARI JAMBI KE BELAWAN,PENGANGKUTAN CPO DENGAN TB MITRA KENCANA XIV DAN BG SUMBER KENCANA XII DARI JAMBI KE BELAWAN,1500173.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,1505640.0,service,-,1.0
TBS JULI 2021,TBS JULI 2021,1507784.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,1529860.0,service,-,1.0
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,1546060.0,service,-,1.0
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,1561020.0,service,-,1.0
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1563040.0,service,-,1.0
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,1576340.0,service,-,1.0
ONGKOS ANGKUTAN LAUT KAPAL KM DAIEI MUAT INTI SAWIT DARI TANJUNGPANDAN KE LAMPUNG,ONGKOS ANGKUTAN LAUT KAPAL KM DAIEI MUAT INTI SAWIT DARI TANJUNGPANDAN KE LAMPUNG,1600000.0,service,-,1.0
TBS PERIODE 0203 AGUSTUS 2021,TBS PERIODE 02 03 AGUSTUS 2021,1615153.5,product,0.9872340425531915,-
Ongkos Angkut TBS Div 1,ONGKOS ANGKUT TBS DIV 1,1623480.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1643568.0,product,0.9872340425531915,-
TBS PERIODE 3031 OKTOBER 2021,TBS PERIODE 30 31 OKTOBER 2021,1699498.75,product,0.9872340425531915,-
ONGKOS ANGKUTAN LAUT KAPAL KM SHINEI MUAT INTI SAWIT DARI PANGKALBALAM KE DUMAI,ONGKOS ANGKUTAN LAUT KAPAL KM SHINEI MUAT INTI SAWIT DARI PANGKALBALAM KE DUMAI,1700000.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,1700205.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,1702350.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1711473.0,product,0.9872340425531915,-
Tuslaag TBS Div 3,TUSLAAG TBS DIV 3,1712320.0,service,-,1.0
TBS NOVEMBER 2021,TBS NOVEMBER 2021,1723124.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1749822.0,product,0.9872340425531915,-
CRUDE PALM KERNEL OIL,CRUDE PALM KERNEL OIL,1749948.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1800000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,1800160.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1901557.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1967620.0,product,0.9872340425531915,-
Claim Mutu Premium CPO,CLAIM MUTU PREMIUM CPO,1968990.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1984337.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,1994227.0,product,0.9872340425531915,-
CPO,CPO,1999761.0,service,-,1.0
CRUDE PALM OIL CPO HS CODE15111000,CRUDE PALM OIL CPO HS CODE 1511 10 00,2000000.0,product,0.9872340425531915,-
MINYAK KELAPA SAWIT,MINYAK KELAPA SAWIT,2000000.0,service,-,1.0
PALM KERNEL EXPELLER,PALM KERNEL EXPELLER,2000000.0,product,0.9872340425531915,-
Pembayaran CPO Atas Kontrak Jual Beli No  028SMLCBUCPOVIII2021,PEMBAYARAN CPO ATAS KONTRAK JUAL BELI NO  028 SML CBU CPO VIII 2021,2000000.0,product,0.9872340425531915,-
Uang Muka CPO Atas Kontrak Jual Beli No  029SMLCBUCPOVIII2021,UANG MUKA CPO ATAS KONTRAK JUAL BELI NO  029 SML CBU CPO VIII 2021,2000000.0,product,0.9872340425531915,-
Biaya pengangkutan CPO dengan TB Sungai Raya  Tkg Alfa Sarana dari Jambi ke Lubuk Gaung,BIAYA PENGANGKUTAN CPO DENGAN TB SUNGAI RAYA  TKG ALFA SARANA DARI JAMBI KE LUBUK GAUNG,2000004.0,service,-,1.0
Crude Palm Oil,CRUDE PALM OIL,2000006.0,product,0.9872340425531915,-
RBD PALM KERNEL STEARINE MB,RBD PALM KERNEL STEARINE MB,2000570.0,service,-,1.0
Ongkos Angkut CPO,ONGKOS ANGKUT CPO,2001760.0,service,-,1.0
Tuslaag  No Kontrak  1451  CPO  1451  21  T033,TUSLAAG  NO KONTRAK  1451  CPO  1451  21  T033,2003180.0,product,0.9872340425531915,-
Uang muka 50 angkutan CPO dari Bumi Harjo Kumai ke Tarahan Lampung via TB Zungaro Laut  TK SM Majesty 218 sebanyak ,UANG MUKA 50  ANGKUTAN CPO DARI BUMI HARJO KUMAI KE TARAHAN LAMPUNG VIA TB ZUNGARO LAUT  TK SM MAJESTY 218 SEBANYAK,2004058.0,service,-,1.0
PALM KERNEL,PALM KERNEL,2013410.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,2014100.0,product,0.9872340425531915,-
CRUDE PALM OIL CPO,CRUDE PALM OIL CPO,2049382.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,2055910.0,product,0.9872340425531915,-
MINYAK KELAPA SAWIT HS CODE  15111000,MINYAK KELAPA SAWIT HS CODE  1511 10 00,2080000.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,2100000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2200000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2350000.0,product,0.9872340425531915,-
MINYAK KELAPA SAWIT HS CODE  15111000,MINYAK KELAPA SAWIT HS CODE  1511 10 00,2400664.0,product,0.9872340425531915,-
Crude Palm Oil CPO HS Code  15111000 ,CRUDE PALM OIL CPO HS CODE  1511 10 00,2450000.0,product,0.9872340425531915,-
CPO HS CODE 15111000,CPO HS CODE 1511 10 00,2499694.0,product,0.9872340425531915,-
CPO HS CODE 15111000,CPO HS CODE 1511 10 00,2499804.0,product,0.9872340425531915,-
CRUDE PALM OIL CPO HS CODE 15111000,CRUDE PALM OIL CPO HS CODE 1511 10 00,2500000.0,product,0.9872340425531915,-
Local Sales Crude Palm Oil Curah,LOCAL SALES CRUDE PALM OIL CURAH,2500000.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2500416.0,product,0.9872340425531915,-
MINYAK KELAPA SAWIT HS CODE  15111000,MINYAK KELAPA SAWIT HS CODE  1511 10 00,2500670.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,2500787.0,product,0.9872340425531915,-
CRUDE PALM OIL CPO HS Code  15111000,CRUDE PALM OIL CPO HS CODE  1511 10 00,2501076.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2501408.0,product,0.9872340425531915,-
CRUDE PALM OIL  MINYAK SAWIT ,CRUDE PALM OIL  MINYAK SAWIT,2502984.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2550000.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,2803800.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2980247.0,product,0.9872340425531915,-
CRUDE PALM OIL CURAH MB RSPO CERTIFIED  CERTIFICATE CODE  MUTU  RSPO102 HS CODE  15111000,CRUDE PALM OIL CURAH MB RSPO CERTIFIED  CERTIFICATE CODE  MUTU  RSPO 102 HS CODE  1511 10 00,3000000.0,product,0.9872340425531915,-
Pelunasan 50 Jasa Angkutan CPO Dari Ketapang Ke Lampung Via TK Daya Utama 03 Sebanyak,PELUNASAN 50 JASA ANGKUTAN CPO DARI KETAPANG KE LAMPUNG VIA TK DAYA UTAMA 03 SEBANYAK,3000000.0,service,-,1.0
