NAMA_BARANG,NAMA_BARANG_NO_SPCHAR,JML_BARANG,Predicted_JENIS,Precision_Product,Precision_Service
ANALISA SAMPEL RBD PALM STEARIN,ANALISA SAMPEL RBD PALM STEARIN,1.0,service,-,1.0
Aflatoxin B1 Qty  1 Sampel  Palm Kernel Expeller PKE Kode Sampel  PKE KCP DUM305 Tanggal Sampling  01 November 2021 Jasa Uji Laboratorium KJU No  XX  XX ,AFLATOXIN B1 QTY  1 SAMPEL  PALM KERNEL EXPELLER PKE  KODE SAMPEL  PKE KCP DUM305 TANGGAL SAMPLING  01 NOVEMBER 2021 JASA UJI LABORATORIUM KJU NO  21110198  9600092328,1.0,service,-,1.0
Analisa  Pengujian INSPEKSI MINYAK KELAPA SAWIT DAN PRODUK TURUNANNYA dan Analisa  Pengujian 1 Sa,ANALISA  PENGUJIAN INSPEKSI MINYAK KELAPA SAWIT DAN PRODUK TURUNANNYA DAN ANALISA  PENGUJIAN 1 SA,1.0,service,-,1.0
Discarging Survey of CPO 2999998 MT at Kabil Batam on 1416122021,DISCARGING SURVEY OF CPO 2 999 998 MT AT KABIL BATAM ON 14 16 12 2021,1.0,service,-,1.0
Discarging Survey of CPO 3149193 MT at Kabil Batam on 2628102021,DISCARGING SURVEY OF CPO 3 149 193 MT AT KABIL BATAM ON 26 28 10 2021,1.0,service,-,1.0
KALIBRASI SOUNDING TAPE CPO,KALIBRASI SOUNDING TAPE CPO,1.0,service,-,1.0
Loading Survey of CPKO 1999887 MT and CPO 2503809 MT at Dumai on 1516102021,LOADING SURVEY OF CPKO 1 999 887 MT AND CPO 2 503 809 MT AT DUMAI ON 15 16 10 2021,1.0,service,-,1.0
Loading Survey of CPO 2999998 MT at Dumai on 0607122021,LOADING SURVEY OF CPO 2 999 998 MT AT DUMAI ON 06 07 12 2021,1.0,service,-,1.0
Loading Survey of CPO 3000301 MT at Tayan on 1920102021,LOADING SURVEY OF CPO 3 000 301 MT AT TAYAN ON 19 20 10 2021,1.0,service,-,1.0
POSITIONERP520175209481 MANUFACTURERFLOWSERVE FOR CPO WASHINGFORREF SCPR1000111222,POSITIONER P5 2017 5209481 MANUFACTURER FLOWSERVE FOR CPO WASHING FOR REF SC PR 1000111222,1.0,service,-,1.0
Pengiriman Kecambah Sawit,PENGIRIMAN KECAMBAH SAWIT,1.0,service,-,1.0
Residu Pesticide GMP PKE Qty  1 Sampel  Palm Kernel Expeller PKE Kode Sampel  PKE KCP DUM305 Tanggal Sampling  01 November 2021 Jasa Uji Laboratorium KJU No  XX  XX,RESIDU PESTICIDE GMP PKE  QTY  1 SAMPEL  PALM KERNEL EXPELLER PKE  KODE SAMPEL  PKE KCP DUM305 TANGGAL SAMPLING  01 NOVEMBER 2021 JASA UJI LABORATORIUM KJU NO  21110198  9600092328,1.0,service,-,1.0
SEWA ALAT BERAT ROAD GRADDER LOKASI KERJA  DIV 12345 AKSES CPO DENGAN HASIL PEKERJAAN 25200  HM X RP 375000,SEWA ALAT BERAT ROAD GRADDER LOKASI KERJA  DIV 1 2 3 4 5 AKSES CPO DENGAN HASIL PEKERJAAN 252 00  HM X RP 375 000,1.0,service,-,1.0
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1994 1081230 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1994 1 081 230 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1994 1190024 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1995 4907412 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1995 4 907 412 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1995 5276210 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1995 5 276 210 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1995 5701628 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1996 12217767 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1996 13269963 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1996 13 269 963 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1996 13269963 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1996 13609592 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1996 13 609 592 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 7184896 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 7 184 896 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 7637226 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 8113557 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 8 113 557 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 8628950 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 8 628 950 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 8861121 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1997 8 861 121 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1998 1458681 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1999 1700094 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1999 1 700 094 KG,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1999 1990593 KG,,1.0,product,0.9872340425531915,-
TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1999 2367230 KG,TANDAN BUAH SEGAR KELAPA SAWIT TAHUN TANAM 1999 2 367 230 KG,1.0,product,0.9872340425531915,-
Termin 4 7617 Pekerjaan Design and Build Gas Holder Pabrik Kelapa Sawit PKS LIBO,TERMIN 4 7 617  PEKERJAAN DESIGN AND BUILD GAS HOLDER PABRIK KELAPA SAWIT PKS LIBO,1.0,service,-,1.0
Uang Muka II Crude Palm Oil CPO,UANG MUKA II CRUDE PALM OIL CPO,1.0,product,0.9872340425531915,-
5 Bl Blanko Sounding Palm Kernel SCPR  0010662610 ,5 BL BLANKO SOUNDING PALM KERNEL SC PR  0010662610,5.0,service,-,1.0
PAINTING JOTUN HARDTOP XP WARNA CPO OIL RAL 18 LTR,PAINTING JOTUN HARDTOP XP WARNA CPO OIL RAL 18 LTR,5.0,product,0.9872340425531915,-
MASTER KEY GEMBOK TRUK CPO,MASTER KEY GEMBOK TRUK CPO,7.0,service,-,1.0
10 Bl Blanko Analisa Minyak Sawit Oil Loss SCPR  0010810374 ,10 BL BLANKO ANALISA MINYAK SAWIT OIL LOSS  SC PR  0010810374,10.0,service,-,1.0
MASTER KEY GEMBOK TRUK CPO,MASTER KEY GEMBOK TRUK CPO,11.0,service,-,1.0
20 Bl Blanko Bast Sample Despatch CPO SCPR  0010658424  ,20 BL BLANKO BAST SAMPLE DESPATCH CPO SC PR  0010658424,20.0,service,-,1.0
BLANKO SOUNDING PALM KERNEL,BLANKO SOUNDING PALM KERNEL,20.0,service,-,1.0
Minyak Kelapa Sawit CPO,MINYAK KELAPA SAWIT CPO,50.0,service,-,1.0
CPOCRUDE PALM OIL,CPO CRUDE PALM OIL,93.0,product,0.9872340425531915,-
100 Bl Blanko Rekap Denda Grading TBS Plasma SCPR  XX ,100 BL BLANKO REKAP DENDA GRADING TBS PLASMA SC PR  0010798278,100.0,service,-,1.0
VITAMIN A PALMITATE 17 mIUg 0418579294 FO HS 29362100,VITAMIN A PALMITATE 1 7 M I U  G 0418579294 FO HS 2936 21 00,250.0,product,0.9872340425531915,-
Lebih Kirim Toleransi atas SPJB No  088XXCPOXXX20XX,LEBIH KIRIM TOLERANSI ATAS SPJB NO  088 MMAL CBU CPO X 2021,300.0,service,-,1.0
Lebih Angkut Palm Kernel,LEBIH ANGKUT PALM KERNEL,378.0,service,-,1.0
CPOCrude Palm Oil Kontrak No082XXXXXX20XX,CPO CRUDE PALM OIL KONTRAK NO 082 PSJ C CPO VII 2021,410.0,product,0.9872340425531915,-
Tanaman Kelapa Sawit,TANAMAN KELAPA SAWIT,417.0,product,0.9872340425531915,-
Penjualan Crude Palm Oil,PENJUALAN CRUDE PALM OIL,456.0,product,0.9872340425531915,-
Lubang tanam Mekanis Sawit Div6,LUBANG TANAM MEKANIS SAWIT DIV 6,473.0,service,-,1.0
CRUDE PALM OIL CPO HS CODE  15111000,CRUDE PALM OIL CPO HS CODE  1511 10 00,750.0800171,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,1000.0,product,0.9872340425531915,-
Pelunasan freight inti sawit in basg PangkalBalamLampung,PELUNASAN FREIGHT INTI SAWIT IN BASG PANGKALBALAM LAMPUNG,1100.0,service,-,1.0
PK Palm Kernel,PK PALM KERNEL,1165.0,product,0.9872340425531915,-
Pelunasan freight  inti sawit curah Pangkal BalamLampung,PELUNASAN FREIGHT  INTI SAWIT CURAH PANGKAL BALAM LAMPUNG,1200.0,service,-,1.0
Pelunasan freight inti sawit curah KendawanganLampung,PELUNASAN FREIGHT INTI SAWIT CURAH KENDAWANGAN LAMPUNG,1204.449951,service,-,1.0
PALM KERNEL RSPOMB,PALM KERNEL RSPO MB,1370.0,product,0.9872340425531915,-
ONGKOS ANGKUT PALM KERNEL,ONGKOS ANGKUT PALM KERNEL,1450.0,service,-,1.0
Pembayaran I freight inti sawit curah KendawanganLampung,PEMBAYARAN I FREIGHT INTI SAWIT CURAH KENDAWANGAN LAMPUNG,1504.444946,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,1760.0,product,0.9872340425531915,-
Ongkos angkut CPO,ONGKOS ANGKUT CPO,1760.0,service,-,1.0
FP 100 Freight Palm Kernel,FP 100 FREIGHT PALM KERNEL,1800.0,service,-,1.0
TBS PER 1630 JUN 2021 TT 2012,TBS PER 16 30 JUN 2021 TT 2012,1894.0,product,0.9872340425531915,-
CPO Crude Palm Oil ,CPO CRUDE PALM OIL,1999.920044,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,2100.0,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No052XXXCCPOXX20XX,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL KONTRAK NO 052 PSJ C CPO IV 2021,2160.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,2170.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,2210.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,2380.0,product,0.9872340425531915,-
PK Palm Kernel Kontrak 022PKIMTLILXI2021,PK PALM KERNEL KONTRAK 022 PK IMT LIL XI 2021,2600.0,product,0.9872340425531915,-
CRUDE PALM OIL CPO,CRUDE PALM OIL CPO,2980.0,product,0.9872340425531915,-
Pembayaran Uang Muka PKPalm Kernel NoKontrak 077XXXXXX20XX,PEMBAYARAN UANG MUKA PK PALM KERNEL NO KONTRAK 077 PM C PK IV 2021,3080.0,product,0.9872340425531915,-
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,3240.0,product,0.9872340425531915,-
Pembayaran Uang Muka PKPalm Kernel NoKontrak 064XXCPKXX20XX,PEMBAYARAN UANG MUKA PK PALM KERNEL NO KONTRAK 064 PM C PK IV 2021,3300.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 7,ONGKOS ANGKUT TBS DIV 7,3340.0,service,-,1.0
Tanaman Kelapa Sawit Batch 202201R121 PO4200159439,TANAMAN KELAPA SAWIT BATCH 202201R121 PO4200159439,3768.0,product,0.9872340425531915,-
BIAYA HANDLING CPO,BIAYA HANDLING CPO,3919.510986,service,-,1.0
CPOCrude Palm Oil Kontrak No117,CPO CRUDE PALM OIL KONTRAK NO 117 PSJ C CPO X 2021,4120.0,product,0.9872340425531915,-
Penjualan CPO 257SRMCPOPKUIX2021,PENJUALAN CPO 257 SRM CPO PKU IX 2021,4210.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,4230.0,product,0.9872340425531915,-
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,4600.0,product,0.9872340425531915,-
Crude Palm Oil CPO 4910 Kg Kontrak 584,CRUDE PALM OIL CPO 4 910 KG KONTRAK 584 CPO SMN IMT XI 2021 PO 9100082531,4910.0,product,0.9872340425531915,-
Palm Kernel PK 4964 Kg Kontrak 281KERNEL,PALM KERNEL PK 4 964 KG KONTRAK 281 KERNEL SMN IMT X 2021 PO 9100081548,4964.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,5000.0,product,0.9872340425531915,-
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,5000.0,product,0.9872340425531915,-
Palm Kernel PK 5000 Kg Kontrak 255KERNEL,PALM KERNEL PK 5 000 KG KONTRAK 255 KERNEL SMN IMT I 2021 PO 9100071911,5000.0,product,0.9872340425531915,-
CRUDE PALM OIL HS CODE 15111000,CRUDE PALM OIL HS CODE 1511 10 00,5160.0,product,0.9872340425531915,-
PKPalm Kernel NoKontrak 067,PK PALM KERNEL NO KONTRAK 067 PM C PK IV 2021,5160.0,product,0.9872340425531915,-
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,5220.0,product,0.9872340425531915,-
CPO,CPO,5357.0,service,-,1.0
Minyak Sawit  CPO  ,MINYAK SAWIT  CPO,5487.0,service,-,1.0
PENJUALAN 5690 KG CPO,PENJUALAN 5 690 KG CPO,5690.0,product,0.9872340425531915,-
TBS PER 1631 MEI 2021 TT 2009,TBS PER 16 31 MEI 2021 TT 2009,5805.0,product,0.9872340425531915,-
CPO NO C02CASSTNXIXX,CPO NO C02 CASS TN XI 2021 KP PO 9100082413,5850.0,service,-,1.0
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,5880.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,6430.0,product,0.9872340425531915,-
CRUDE PALM OIL FFA  5 max MI  05 max,CRUDE PALM OIL FFA  5 MAX M I  0 5 MAX,7000.0,product,0.9872340425531915,-
PENJUALAN 7100 KG CPO,PENJUALAN 7 100 KG CPO,7100.0,product,0.9872340425531915,-
Palm Kernel PK,PALM KERNEL PK,7130.0,product,0.9872340425531915,-
PALM KERNEL INTI SAWIT,PALM KERNEL INTI SAWIT,7194.0,service,-,1.0
CPO,CPO,7500.0,service,-,1.0
CPO KONTRAK JUAL BELI NOC02XX,CPO KONTRAK JUAL BELI NO C02 MLA IMT V 2021,7500.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,7540.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,7550.0,product,0.9872340425531915,-
TBS Periode 07 Maret 2021,TBS PERIODE 07 MARET 2021,8079.100098000001,product,0.9872340425531915,-
Penjualan CPO 015CPOCC,PENJUALAN CPO 015 CPO PNNI IMT II 2021,8120.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,8340.0,product,0.9872340425531915,-
CPO NO C01CASSTNXXXX,CPO NO C01 CASS TN X 2021 KP PO 9100081340,8500.0,service,-,1.0
PK PALM KERNEL,PK PALM KERNEL,8620.0,product,0.9872340425531915,-
CRUDE PALM OIL CPO SESUAI KONTRAK NO SO0012XXXXX DAN INVOICE NO INV0171XXXXX,CRUDE PALM OIL CPO SESUAI KONTRAK NO SO 001 2 10213 06 2021 22 152 DAN INVOICE NO INV 017 1 10213 07 2021 22 137,8740.0,product,0.9872340425531915,-
PKPalm Kernel NoKontrak 043XXXX,PK PALM KERNEL NO KONTRAK 043 PM C PK III 2021,8830.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 169XXXXX,CPO CRUDE PALM OIL NO KONTRAK 169 PM C CPO X 2021,8970.0,product,0.9872340425531915,-
PALM KERNEL ,PALM KERNEL,9005.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,9060.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,9240.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,9729.0,product,0.9872340425531915,-
Crude Palm Oil CPO 9990 Kg Kontrak 562CPOXXXXX,CRUDE PALM OIL CPO 9 990 KG KONTRAK 562 CPO SMN IMT IX 2021 PO 9100080576,9990.0,product,0.9872340425531915,-
CPO KONTRAK JUAL BELI NOC04XXXX,CPO KONTRAK JUAL BELI NO C04 MLA IMT II 2021,10000.0,product,0.9872340425531915,-
CPO KONTRAK JUAL BELI NOC05XXXXX,CPO KONTRAK JUAL BELI NO C05 MLA IMT X 2021,10000.0,product,0.9872340425531915,-
Crude Palm Oil CPO 10000 Kg Kontrak 574CPOXXXXX,CRUDE PALM OIL CPO 10 000 KG KONTRAK 574 CPO SMN IMT X 2021 PO 9100081572,10000.0,product,0.9872340425531915,-
Crude Palm Oil CPO 10000 Kg Kontrak 587CPOXXXX,CRUDE PALM OIL CPO 10 000 KG KONTRAK 587 CPO SMN IMT XI 2021 PO 9100082842,10000.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,10260.0,service,-,1.0
CPO,CPO,10490.0,service,-,1.0
Ongkos Angkut TBS DIV 3,ONGKOS ANGKUT TBS DIV 3,10640.0,service,-,1.0
CRUDE PALM OIL HS CODE 15111000,CRUDE PALM OIL HS CODE 1511 10 00,11128.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,11480.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,12180.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,12260.0,service,-,1.0
CRUDE PALM OIL,CRUDE PALM OIL,12370.0,product,0.9872340425531915,-
CPO KONTRAK JUAL BELI NOC05XXXXX,CPO KONTRAK JUAL BELI NO C05 MLA IMT VII 2021,12500.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,12940.0,product,0.9872340425531915,-
TBS PERIODE 31 MARET 2021,TBS PERIODE 31 MARET 2021,13048.59961,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,13110.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 108PMXXXXXXX,CPO CRUDE PALM OIL NO KONTRAK 108 PM C CPO VII 2021,13430.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,14160.0,product,0.9872340425531915,-
TBS PERIODE 10 AGUSTUS 2021,TBS PERIODE 10 AGUSTUS 2021,14529.90039,product,0.9872340425531915,-
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,14600.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,14660.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,14900.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,15174.0,product,0.9872340425531915,-
BENIH KELAPA SAWITDAMIMAS,BENIH KELAPA SAWIT DAMIMAS,15238.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,15860.0,product,0.9872340425531915,-
CRUDE PALM OIL FFA  5 max MI  05 max,CRUDE PALM OIL FFA  5 MAX M I  0 5 MAX,16000.0,product,0.9872340425531915,-
CRUDE PALM OIL CPO  ISCC CERTIFICATE CODE  EUISCCCertDE11962204280,CRUDE PALM OIL CPO  ISCC CERTIFICATE CODE  EU ISCC CERT DE119 62204280,16440.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,16532.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,16560.0,service,-,1.0
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,16580.0,product,0.9872340425531915,-
TBS Periode 05 Januari 2021,TBS PERIODE 05 JANUARI 2021,16797.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,16880.0,product,0.9872340425531915,-
BIAYA HANDLING CPO,BIAYA HANDLING CPO,16999.36914,service,-,1.0
PALM KERNEL KONTRAK NO 046SJMSXXXXXXX,PALM KERNEL KONTRAK NO 046 SJMS KJB PK V 2021,17700.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,17746.0,product,0.9872340425531915,-
Ongkos Angkut TBS Div 3,ONGKOS ANGKUT TBS DIV 3,18450.0,service,-,1.0
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,18500.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,18650.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,18870.0,service,-,1.0
PALM KERNEL,PALM KERNEL,19080.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,19169.0,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No005PSJXXXXXX,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL KONTRAK NO 005 PSJ C CPO I 2021,19250.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,19540.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,19620.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,19900.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,20100.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,20370.0,service,-,1.0
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,20780.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,20860.0,product,0.9872340425531915,-
PKPalm Kernel NoKontrak 118PMXXXXXX,PK PALM KERNEL NO KONTRAK 118 PM C PK VII 2021,21050.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,21060.0,product,0.9872340425531915,-
TBS PERIODE 23 JULI 2021,TBS PERIODE 23 JULI 2021,21148.90039,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,21250.0,product,0.9872340425531915,-
Pembayaran Uang Muka CPOCrude Palm Oil Kontrak No040PSJXXXXX,PEMBAYARAN UANG MUKA CPO CRUDE PALM OIL KONTRAK NO 040 PSJ C CPO III 2021,21630.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,21634.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 038CPOIMTXXXXXX,CPO CRUDE PALM OIL KONTRAK 038 CPO IMT LIL IX 2021,21690.0,product,0.9872340425531915,-
CRUDE PALM OIL ,CRUDE PALM OIL,22000.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 1,ONGKOS ANGKUT TBS DIV 1,22060.0,service,-,1.0
Ongkos Angkut TBS Div 5,ONGKOS ANGKUT TBS DIV 5,22290.0,service,-,1.0
TBS PERIODE 15 OKTOBER 2021,TBS PERIODE 15 OKTOBER 2021,22795.59961,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,23360.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,23436.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,23559.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 2,ONGKOS ANGKUT TBS DIV 2,23590.0,service,-,1.0
Palm Kernel,PALM KERNEL,23701.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 063PMXXXX,CPO CRUDE PALM OIL NO KONTRAK 063 PM C CPO IV 2021,23940.0,product,0.9872340425531915,-
Palm Kernel Oil,PALM KERNEL OIL,24390.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,24560.0,product,0.9872340425531915,-
PENJUALAN PALM KERNEL,PENJUALAN PALM KERNEL,24800.0,product,0.9872340425531915,-
TBS PER 0115 JUN 2021 TT 2008,TBS PER 01 15 JUN 2021 TT 2008,24871.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,25020.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,25040.0,product,0.9872340425531915,-
TBS TLJX JLYM Bulan Juni 2021 Tahun Tanam 2008,TBS TLJX JLYM BULAN JUNI 2021 TAHUN TANAM 2008,25179.0,product,0.9872340425531915,-
PENJUALAN CPO  043SRMXXXXXX2021 ,PENJUALAN CPO  043 SRM CPO PKU II 2021,25340.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,25530.0,product,0.9872340425531915,-
TBS PERIODE 31 JANUARI 2021,TBS PERIODE 31 JANUARI 2021,25781.0,product,0.9872340425531915,-
TBS PERIODE 12  13 APRIL 2021,TBS PERIODE 12  13 APRIL 2021,25802.0,product,0.9872340425531915,-
PK Palm Kernel Kontrak 015PKIMTLILXXXXXXX,PK PALM KERNEL KONTRAK 015 PK IMT LIL IX 2021,25810.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,25820.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,26130.0,product,0.9872340425531915,-
Palm Kernel,PALM KERNEL,26907.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,27000.0,product,0.9872340425531915,-
PK Palm Kernel,PK PALM KERNEL,27050.0,product,0.9872340425531915,-
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,27210.0,product,0.9872340425531915,-
CPO Crude Palm Oil Kontrak 042CPOIMTLILX2021,CPO CRUDE PALM OIL KONTRAK 042 CPO IMT LIL X 2021,27280.0,product,0.9872340425531915,-
PALM KERNEL,PALM KERNEL,27650.0,product,0.9872340425531915,-
PENJUALAN CRUDE PALM OIL,PENJUALAN CRUDE PALM OIL,27900.0,product,0.9872340425531915,-
CRUDE PALM OIL,CRUDE PALM OIL,27970.0,product,0.9872340425531915,-
PKPalm Kernel Kontrak No007PSJCPKI2021,PK PALM KERNEL KONTRAK NO 007 PSJ C PK I 2021,28320.0,product,0.9872340425531915,-
PKPalm Kernel Kontrak No054PSJCPKIV2021,PK PALM KERNEL KONTRAK NO 054 PSJ C PK IV 2021,28320.0,product,0.9872340425531915,-
CRUDE PALM OIL KG,CRUDE PALM OIL KG,28420.0,product,0.9872340425531915,-
Crude Palm Oil,CRUDE PALM OIL,28693.0,product,0.9872340425531915,-
PKPalm Kernel Kontrak No003PSJCPKI2021,PK PALM KERNEL KONTRAK NO 003 PSJ C PK I 2021,28700.0,product,0.9872340425531915,-
Ongkos Angkut TBS DIV 4,ONGKOS ANGKUT TBS DIV 4,28760.0,service,-,1.0
PALM KERNEL,PALM KERNEL,28910.0,product,0.9872340425531915,-
PALM KERNEL OIL,PALM KERNEL OIL,29070.0,product,0.9872340425531915,-
TBS Periode 05  06 Juli 2021,TBS PERIODE 05  06 JULI 2021,29106.0,product,0.9872340425531915,-
CPOCrude Palm Oil Kontrak No005PSJCCPOI2021,CPO CRUDE PALM OIL KONTRAK NO 005 PSJ C CPO I 2021,29250.0,product,0.9872340425531915,-
CPOCrude Palm Oil NoKontrak 039PMCCPOIII2021,CPO CRUDE PALM OIL NO KONTRAK 039 PM C CPO III 2021,29270.0,product,0.9872340425531915,-
